assemblyId	taxId	taxIdSpecies	taxNameSpecies	taxIdGenus	taxNameGenus	fa	mmi
GCF_000448605.1	1316412	1316412	Streptococcus_sp._HSISS3	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_sp_HSISS3-tax1316412-GCF_000448605.1_HSISS3_1.0_genomic-dustmasked.fna	minimap2/Streptococcus_sp_HSISS3-tax1316412-GCF_000448605.1_HSISS3_1.0_genomic-dustmasked.mmi
GCF_000187935.1	873447	1348	Streptococcus_parauberis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_parauberis_NCFD_2020-tax873447-GCF_000187935.1_ASM18793v2_genomic-dustmasked.fna	minimap2/Streptococcus_parauberis_NCFD_2020-tax873447-GCF_000187935.1_ASM18793v2_genomic-dustmasked.mmi
GCF_000448565.1	1316408	1316408	Streptococcus_sp._HSISM1	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_sp_HSISM1-tax1316408-GCF_000448565.1_HSISM1_1.0_genomic-dustmasked.fna	minimap2/Streptococcus_sp_HSISM1-tax1316408-GCF_000448565.1_HSISM1_1.0_genomic-dustmasked.mmi
GCF_000188315.1	663952	1334	Streptococcus_dysgalactiae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957-tax663952-GCF_000188315.1_ASM18831v1_genomic-dustmasked.fna	minimap2/Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957-tax663952-GCF_000188315.1_ASM18831v1_genomic-dustmasked.mmi
GCF_000448645.1	1316410	1316410	Streptococcus_sp._HSISS1	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_sp_HSISS1-tax1316410-GCF_000448645.1_HSISS1_1.0_genomic-dustmasked.fna	minimap2/Streptococcus_sp_HSISS1-tax1316410-GCF_000448645.1_HSISS1_1.0_genomic-dustmasked.mmi
GCF_000448625.1	1316409	1316409	Streptococcus_sp._HSISB1	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_sp_HSISB1-tax1316409-GCF_000448625.1_HSISB1_1.0_genomic-dustmasked.fna	minimap2/Streptococcus_sp_HSISB1-tax1316409-GCF_000448625.1_HSISB1_1.0_genomic-dustmasked.mmi
GCF_000448665.1	1316411	1316411	Streptococcus_sp._HSISS2	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_sp_HSISS2-tax1316411-GCF_000448665.1_HSISS2_1.0_genomic-dustmasked.fna	minimap2/Streptococcus_sp_HSISS2-tax1316411-GCF_000448665.1_HSISS2_1.0_genomic-dustmasked.mmi
GCF_001683375.1	712624	712624	Streptococcus_sp._oral_taxon_064	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Chromosome/Streptococcus_sp_oral_taxon_064_strain_W10853-tax712624-GCF_001683375.1_ASM168337v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_oral_taxon_064_strain_W10853-tax712624-GCF_001683375.1_ASM168337v1_genomic-dustmasked.mmi
GCF_000479315.1	1156433	1156433	Streptococcus_sp._I-P16	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_I_P16-tax1156433-GCF_000479315.1_ASM47931v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_I_P16-tax1156433-GCF_000479315.1_ASM47931v1_genomic-dustmasked.mmi
GCF_002386345.1	1303	1303	Streptococcus_oralis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_oralis_strain_FDAARGOS_367-tax1303-GCF_002386345.1_ASM238634v1_genomic-dustmasked.fna	minimap2/Streptococcus_oralis_strain_FDAARGOS_367-tax1303-GCF_002386345.1_ASM238634v1_genomic-dustmasked.mmi
GCF_001640765.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_DN13-tax1307-GCF_001640765.1_ASM164076v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_DN13-tax1307-GCF_001640765.1_ASM164076v1_genomic-dustmasked.mmi
GCF_003963555.1	2490633	2490633	Streptococcus_sp._KCOM_2412	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_KCOM_2412-tax2490633-GCF_003963555.1_ASM396355v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_KCOM_2412-tax2490633-GCF_003963555.1_ASM396355v1_genomic-dustmasked.mmi
GCF_000007265.1	208435	1311	Streptococcus_agalactiae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_agalactiae_2603V_R-tax208435-GCF_000007265.1_ASM726v1_genomic-dustmasked.fna	minimap2/Streptococcus_agalactiae_2603V_R-tax208435-GCF_000007265.1_ASM726v1_genomic-dustmasked.mmi
GCF_002356415.1	1077464	1303	Streptococcus_oralis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_oralis_subsp_tigurinus_strain_osk_001-tax1077464-GCF_002356415.1_ASM235641v1_genomic-dustmasked.fna	minimap2/Streptococcus_oralis_subsp_tigurinus_strain_osk_001-tax1077464-GCF_002356415.1_ASM235641v1_genomic-dustmasked.mmi
GCF_900475275.1	1305	1305	Streptococcus_sanguinis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sanguinis_strain_NCTC11086-tax1305-GCF_900475275.1_42685_F01_genomic-dustmasked.fna	minimap2/Streptococcus_sanguinis_strain_NCTC11086-tax1305-GCF_900475275.1_42685_F01_genomic-dustmasked.mmi
GCF_900636575.1	1329	1329	Streptococcus_canis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_canis_strain_NCTC12191-tax1329-GCF_900636575.1_42912_C01_genomic-dustmasked.fna	minimap2/Streptococcus_canis_strain_NCTC12191-tax1329-GCF_900636575.1_42912_C01_genomic-dustmasked.mmi
GCF_003609975.1	1917441	1917441	Streptococcus_ruminantium	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_ruminantium_strain_GUT187T-tax1917441-GCF_003609975.1_ASM360997v1_genomic-dustmasked.fna	minimap2/Streptococcus_ruminantium_strain_GUT187T-tax1917441-GCF_003609975.1_ASM360997v1_genomic-dustmasked.mmi
GCF_900475415.1	1340	1340	Streptococcus_porcinus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_porcinus_strain_NCTC10999-tax1340-GCF_900475415.1_42206_H01_genomic-dustmasked.fna	minimap2/Streptococcus_porcinus_strain_NCTC10999-tax1340-GCF_900475415.1_42206_H01_genomic-dustmasked.mmi
GCF_002803825.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_CZ130302-tax1307-GCF_002803825.1_ASM280382v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_CZ130302-tax1307-GCF_002803825.1_ASM280382v1_genomic-dustmasked.mmi
GCF_000270165.1	981540	197614	Streptococcus_pasteurianus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pasteurianus_ATCC_43144-tax981540-GCF_000270165.1_ASM27016v1_genomic-dustmasked.fna	minimap2/Streptococcus_pasteurianus_ATCC_43144-tax981540-GCF_000270165.1_ASM27016v1_genomic-dustmasked.mmi
GCF_000463465.1	862970	1328	Streptococcus_anginosus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_anginosus_C1051-tax862970-GCF_000463465.1_ASM46346v1_genomic-dustmasked.fna	minimap2/Streptococcus_anginosus_C1051-tax862970-GCF_000463465.1_ASM46346v1_genomic-dustmasked.mmi
GCF_900474875.1	40041	1336	Streptococcus_equi	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC12090-tax40041-GCF_900474875.1_41851_B01_genomic-dustmasked.fna	minimap2/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC12090-tax40041-GCF_900474875.1_41851_B01_genomic-dustmasked.mmi
GCF_000027185.1	637909	315405	Streptococcus_gallolyticus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_gallolyticus_UCN34-tax637909-GCF_000027185.1_ASM2718v1_genomic-dustmasked.fna	minimap2/Streptococcus_gallolyticus_UCN34-tax637909-GCF_000027185.1_ASM2718v1_genomic-dustmasked.mmi
GCF_000011825.1	264199	1308	Streptococcus_thermophilus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_thermophilus_LMG_18311-tax264199-GCF_000011825.1_ASM1182v1_genomic-dustmasked.fna	minimap2/Streptococcus_thermophilus_LMG_18311-tax264199-GCF_000011825.1_ASM1182v1_genomic-dustmasked.mmi
GCF_000017005.1	467705	1302	Streptococcus_gordonii	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_gordonii_str_Challis_substr_CH1-tax467705-GCF_000017005.1_ASM1700v1_genomic-dustmasked.fna	minimap2/Streptococcus_gordonii_str_Challis_substr_CH1-tax467705-GCF_000017005.1_ASM1700v1_genomic-dustmasked.mmi
GCF_900475505.1	1305	1305	Streptococcus_sanguinis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sanguinis_strain_NCTC7863-tax1305-GCF_900475505.1_42925_G01_genomic-dustmasked.fna	minimap2/Streptococcus_sanguinis_strain_NCTC7863-tax1305-GCF_900475505.1_42925_G01_genomic-dustmasked.mmi
GCF_000831165.1	1328	1328	Streptococcus_anginosus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_anginosus_strain_SA1-tax1328-GCF_000831165.1_ASM83116v1_genomic-dustmasked.fna	minimap2/Streptococcus_anginosus_strain_SA1-tax1328-GCF_000831165.1_ASM83116v1_genomic-dustmasked.mmi
GCF_003285225.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_0061-tax1307-GCF_003285225.1_ASM328522v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_0061-tax1307-GCF_003285225.1_ASM328522v1_genomic-dustmasked.mmi
GCF_000246835.1	1069533	102684	Streptococcus_infantarius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_infantarius_subsp_infantarius_CJ18-tax1069533-GCF_000246835.1_ASM24683v1_genomic-dustmasked.fna	minimap2/Streptococcus_infantarius_subsp_infantarius_CJ18-tax1069533-GCF_000246835.1_ASM24683v1_genomic-dustmasked.mmi
GCF_900636445.1	1343	1343	Streptococcus_vestibularis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_vestibularis_strain_NCTC12167-tax1343-GCF_900636445.1_41965_G01_genomic-dustmasked.fna	minimap2/Streptococcus_vestibularis_strain_NCTC12167-tax1343-GCF_900636445.1_41965_G01_genomic-dustmasked.mmi
GCF_000722765.2	28037	28037	Streptococcus_mitis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_mitis_strain_SK637-tax28037-GCF_000722765.2_ASM72276v2_genomic-dustmasked.fna	minimap2/Streptococcus_mitis_strain_SK637-tax28037-GCF_000722765.2_ASM72276v2_genomic-dustmasked.mmi
GCF_001587175.1	1759399	1759399	Streptococcus_sp._A12	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_A12-tax1759399-GCF_001587175.1_ASM158717v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_A12-tax1759399-GCF_001587175.1_ASM158717v1_genomic-dustmasked.mmi
GCF_000010705.1	486410	1334	Streptococcus_dysgalactiae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124-tax486410-GCF_000010705.1_ASM1070v1_genomic-dustmasked.fna	minimap2/Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124-tax486410-GCF_000010705.1_ASM1070v1_genomic-dustmasked.mmi
GCF_003627155.1	1433513	1433513	Streptococcus_sp._ChDC_B345	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_ChDC_B345-tax1433513-GCF_003627155.1_ASM362715v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_ChDC_B345-tax1433513-GCF_003627155.1_ASM362715v1_genomic-dustmasked.mmi
GCF_001281025.1	28037	28037	Streptococcus_mitis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_mitis_strain_KCOM_1350__ChDC_B183-tax28037-GCF_001281025.1_ASM128102v1_genomic-dustmasked.fna	minimap2/Streptococcus_mitis_strain_KCOM_1350__ChDC_B183-tax28037-GCF_001281025.1_ASM128102v1_genomic-dustmasked.mmi
GCF_000283635.1	1116231	59310	Streptococcus_macedonicus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_macedonicus_ACA_DC_198-tax1116231-GCF_000283635.1_ASM28363v1_genomic-dustmasked.fna	minimap2/Streptococcus_macedonicus_ACA_DC_198-tax1116231-GCF_000283635.1_ASM28363v1_genomic-dustmasked.mmi
GCF_004843685.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_WUSS351-tax1307-GCF_004843685.1_ASM484368v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_WUSS351-tax1307-GCF_004843685.1_ASM484368v1_genomic-dustmasked.mmi
GCF_900187085.1	400065	400065	Streptococcus_merionis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_merionis_strain_NCTC13788-tax400065-GCF_900187085.1_50624_E01_genomic-dustmasked.fna	minimap2/Streptococcus_merionis_strain_NCTC13788-tax400065-GCF_900187085.1_50624_E01_genomic-dustmasked.mmi
GCF_000231925.1	1004951	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_ST1-tax1004951-GCF_000231925.1_ASM23192v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_ST1-tax1004951-GCF_000231925.1_ASM23192v1_genomic-dustmasked.mmi
GCF_000970665.2	1302	1302	Streptococcus_gordonii	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_gordonii_strain_IE35-tax1302-GCF_000970665.2_ASM97066v2_genomic-dustmasked.fna	minimap2/Streptococcus_gordonii_strain_IE35-tax1302-GCF_000970665.2_ASM97066v2_genomic-dustmasked.mmi
GCF_002073835.2	1304	1304	Streptococcus_salivarius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_salivarius_strain_FDAARGOS_259-tax1304-GCF_002073835.2_ASM207383v2_genomic-dustmasked.fna	minimap2/Streptococcus_salivarius_strain_FDAARGOS_259-tax1304-GCF_002073835.2_ASM207383v2_genomic-dustmasked.mmi
GCF_900475045.1	1305	1305	Streptococcus_sanguinis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sanguinis_strain_NCTC11085-tax1305-GCF_900475045.1_42290_B02_genomic-dustmasked.fna	minimap2/Streptococcus_sanguinis_strain_NCTC11085-tax1305-GCF_900475045.1_42290_B02_genomic-dustmasked.mmi
GCF_000306805.1	591365	1338	Streptococcus_intermedius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_intermedius_JTH08-tax591365-GCF_000306805.1_ASM30680v1_genomic-dustmasked.fna	minimap2/Streptococcus_intermedius_JTH08-tax591365-GCF_000306805.1_ASM30680v1_genomic-dustmasked.mmi
GCF_000253315.1	347253	1304	Streptococcus_salivarius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_salivarius_JIM8777-tax347253-GCF_000253315.1_ASM25331v1_genomic-dustmasked.fna	minimap2/Streptococcus_salivarius_JIM8777-tax347253-GCF_000253315.1_ASM25331v1_genomic-dustmasked.mmi
GCF_003352205.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_HA1003-tax1307-GCF_003352205.1_ASM335220v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_HA1003-tax1307-GCF_003352205.1_ASM335220v1_genomic-dustmasked.mmi
GCF_900474805.1	40041	1336	Streptococcus_equi	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC7022-tax40041-GCF_900474805.1_41800_D01_genomic-dustmasked.fna	minimap2/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC7022-tax40041-GCF_900474805.1_41800_D01_genomic-dustmasked.mmi
GCF_000026605.1	40041	1336	Streptococcus_equi	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equi_subsp_zooepidemicus_strain_H70-tax40041-GCF_000026605.1_ASM2660v1_genomic-dustmasked.fna	minimap2/Streptococcus_equi_subsp_zooepidemicus_strain_H70-tax40041-GCF_000026605.1_ASM2660v1_genomic-dustmasked.mmi
GCF_000785515.1	1304	1304	Streptococcus_salivarius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_salivarius_strain_NCTC_8618-tax1304-GCF_000785515.1_ASM78551v1_genomic-dustmasked.fna	minimap2/Streptococcus_salivarius_strain_NCTC_8618-tax1304-GCF_000785515.1_ASM78551v1_genomic-dustmasked.mmi
GCF_000204625.1	1007064	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_ST3-tax1007064-GCF_000204625.1_ASM20462v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_ST3-tax1007064-GCF_000204625.1_ASM20462v1_genomic-dustmasked.mmi
GCF_900636365.1	78535	78535	Streptococcus_viridans	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_viridans_strain_NCTC3166-tax78535-GCF_900636365.1_41559_G01_genomic-dustmasked.fna	minimap2/Streptococcus_viridans_strain_NCTC3166-tax78535-GCF_900636365.1_41559_G01_genomic-dustmasked.mmi
GCF_001560895.1	28037	28037	Streptococcus_mitis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_mitis_strain_SVGS_061-tax28037-GCF_001560895.1_ASM156089v1_genomic-dustmasked.fna	minimap2/Streptococcus_mitis_strain_SVGS_061-tax28037-GCF_001560895.1_ASM156089v1_genomic-dustmasked.mmi
GCF_003627135.1	2382163	2382163	Streptococcus_sp._JS71	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_JS71-tax2382163-GCF_003627135.1_ASM362713v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_JS71-tax2382163-GCF_003627135.1_ASM362713v1_genomic-dustmasked.mmi
GCF_900637075.1	361101	361101	Streptococcus_pseudoporcinus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pseudoporcinus_strain_NCTC13786-tax361101-GCF_900637075.1_48128_D02_genomic-dustmasked.fna	minimap2/Streptococcus_pseudoporcinus_strain_NCTC13786-tax361101-GCF_900637075.1_48128_D02_genomic-dustmasked.mmi
GCF_002953735.1	82348	82348	Streptococcus_pluranimalium	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pluranimalium_strain_TH11417-tax82348-GCF_002953735.1_ASM295373v1_genomic-dustmasked.fna	minimap2/Streptococcus_pluranimalium_strain_TH11417-tax82348-GCF_002953735.1_ASM295373v1_genomic-dustmasked.mmi
GCF_900475185.1	119602	1334	Streptococcus_dysgalactiae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_dysgalactiae_subsp_equisimilis_strain_NCTC6179-tax119602-GCF_900475185.1_42197_A02_genomic-dustmasked.fna	minimap2/Streptococcus_dysgalactiae_subsp_equisimilis_strain_NCTC6179-tax119602-GCF_900475185.1_42197_A02_genomic-dustmasked.mmi
GCF_002355895.1	1902136	1902136	Streptococcus_sp._NPS_308	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_NPS_308-tax1902136-GCF_002355895.1_ASM235589v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_NPS_308-tax1902136-GCF_002355895.1_ASM235589v1_genomic-dustmasked.mmi
GCF_900475385.1	1302	1302	Streptococcus_gordonii	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_gordonii_strain_NCTC3165-tax1302-GCF_900475385.1_43597_G01_genomic-dustmasked.fna	minimap2/Streptococcus_gordonii_strain_NCTC3165-tax1302-GCF_900475385.1_43597_G01_genomic-dustmasked.mmi
