assemblyId	taxId	taxIdSpecies	taxNameSpecies	taxIdGenus	taxNameGenus	fa	mmi
GCF_003172975.1	1310	1310	Streptococcus_sobrinus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sobrinus_strain_10919-tax1310-GCF_003172975.1_ASM317297v1_genomic-dustmasked.fna	minimap2/Streptococcus_sobrinus_strain_10919-tax1310-GCF_003172975.1_ASM317297v1_genomic-dustmasked.mmi
GCF_000441535.1	1076934	150055	Streptococcus_lutetiensis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_lutetiensis_033-tax1076934-GCF_000441535.1_ASM44153v1_genomic-dustmasked.fna	minimap2/Streptococcus_lutetiensis_033-tax1076934-GCF_000441535.1_ASM44153v1_genomic-dustmasked.mmi
GCF_000817005.1	1313	1313	Streptococcus_pneumoniae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pneumoniae_strain_NT_110_58-tax1313-GCF_000817005.1_ASM81700v1_genomic-dustmasked.fna	minimap2/Streptococcus_pneumoniae_strain_NT_110_58-tax1313-GCF_000817005.1_ASM81700v1_genomic-dustmasked.mmi
GCF_900475435.1	40041	1336	Streptococcus_equi	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC11824-tax40041-GCF_900475435.1_42912_B01_genomic-dustmasked.fna	minimap2/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC11824-tax40041-GCF_900475435.1_42912_B01_genomic-dustmasked.mmi
GCF_900475025.1	1345	1345	Streptococcus_ferus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_ferus_strain_NCTC12278-tax1345-GCF_900475025.1_41906_G01_genomic-dustmasked.fna	minimap2/Streptococcus_ferus_strain_NCTC12278-tax1345-GCF_900475025.1_41906_G01_genomic-dustmasked.mmi
GCF_000231905.1	1004952	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_D12-tax1004952-GCF_000231905.1_ASM23190v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_D12-tax1004952-GCF_000231905.1_ASM23190v1_genomic-dustmasked.mmi
GCF_002094975.1	1304	1304	Streptococcus_salivarius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_salivarius_strain_ATCC_25975-tax1304-GCF_002094975.1_ASM209497v1_genomic-dustmasked.fna	minimap2/Streptococcus_salivarius_strain_ATCC_25975-tax1304-GCF_002094975.1_ASM209497v1_genomic-dustmasked.mmi
GCF_000148585.2	246201	28037	Streptococcus_mitis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_mitis_NCTC_12261-tax246201-GCF_000148585.2_ASM14858v3_genomic-dustmasked.fna	minimap2/Streptococcus_mitis_NCTC_12261-tax246201-GCF_000148585.2_ASM14858v3_genomic-dustmasked.mmi
GCF_000014205.1	388919	1305	Streptococcus_sanguinis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sanguinis_SK36-tax388919-GCF_000014205.1_ASM1420v1_genomic-dustmasked.fna	minimap2/Streptococcus_sanguinis_SK36-tax388919-GCF_000014205.1_ASM1420v1_genomic-dustmasked.mmi
GCF_002073515.1	1335	1335	Streptococcus_equinus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equinus_strain_FDAARGOS_251-tax1335-GCF_002073515.1_ASM207351v2_genomic-dustmasked.fna	minimap2/Streptococcus_equinus_strain_FDAARGOS_251-tax1335-GCF_002073515.1_ASM207351v2_genomic-dustmasked.mmi
GCF_000018185.1	423211	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_GZ1-tax423211-GCF_000018185.1_ASM1818v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_GZ1-tax423211-GCF_000018185.1_ASM1818v1_genomic-dustmasked.mmi
GCF_000385925.1	1302863	45634	Streptococcus_cristatus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_cristatus_AS_1_3089-tax1302863-GCF_000385925.1_ASM38592v1_genomic-dustmasked.fna	minimap2/Streptococcus_cristatus_AS_1_3089-tax1302863-GCF_000385925.1_ASM38592v1_genomic-dustmasked.mmi
GCF_001642085.1	1811193	1811193	Streptococcus_pantholopis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pantholopis_strain_TA_26-tax1811193-GCF_001642085.1_ASM164208v1_genomic-dustmasked.fna	minimap2/Streptococcus_pantholopis_strain_TA_26-tax1811193-GCF_001642085.1_ASM164208v1_genomic-dustmasked.mmi
GCF_900635155.1	1305	1305	Streptococcus_sanguinis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sanguinis_strain_NCTC_10904-tax1305-GCF_900635155.1_36725_F02_genomic-dustmasked.fna	minimap2/Streptococcus_sanguinis_strain_NCTC_10904-tax1305-GCF_900635155.1_36725_F02_genomic-dustmasked.mmi
GCF_002831545.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_HN136-tax1307-GCF_002831545.1_ASM283154v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_HN136-tax1307-GCF_002831545.1_ASM283154v1_genomic-dustmasked.mmi
GCF_002094955.1	1304	1304	Streptococcus_salivarius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_salivarius_strain_ATCC_27945-tax1304-GCF_002094955.1_ASM209495v1_genomic-dustmasked.fna	minimap2/Streptococcus_salivarius_strain_ATCC_27945-tax1304-GCF_002094955.1_ASM209495v1_genomic-dustmasked.mmi
GCF_900475015.1	1302	1302	Streptococcus_gordonii	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_gordonii_strain_NCTC7865-tax1302-GCF_900475015.1_41975_E01_genomic-dustmasked.fna	minimap2/Streptococcus_gordonii_strain_NCTC7865-tax1302-GCF_900475015.1_41975_E01_genomic-dustmasked.mmi
GCF_002073435.2	1302	1302	Streptococcus_gordonii	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_gordonii_strain_FDAARGOS_257-tax1302-GCF_002073435.2_ASM207343v2_genomic-dustmasked.fna	minimap2/Streptococcus_gordonii_strain_FDAARGOS_257-tax1302-GCF_002073435.2_ASM207343v2_genomic-dustmasked.mmi
GCF_000463395.1	696216	76860	Streptococcus_constellatus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_constellatus_subsp_pharyngis_C232-tax696216-GCF_000463395.1_ASM46339v1_genomic-dustmasked.fna	minimap2/Streptococcus_constellatus_subsp_pharyngis_C232-tax696216-GCF_000463395.1_ASM46339v1_genomic-dustmasked.mmi
GCF_900476055.1	113107	113107	Streptococcus_australis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_australis_strain_NCTC13166-tax113107-GCF_900476055.1_53750_F01_genomic-dustmasked.fna	minimap2/Streptococcus_australis_strain_NCTC13166-tax113107-GCF_900476055.1_53750_F01_genomic-dustmasked.mmi
GCF_000732355.1	1214179	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_6407-tax1214179-GCF_000732355.1_ASM73235v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_6407-tax1214179-GCF_000732355.1_ASM73235v1_genomic-dustmasked.mmi
GCF_001553685.1	712633	712633	Streptococcus_sp._oral_taxon_431	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_oral_taxon_431_strain_F0610_5_114-tax712633-GCF_001553685.1_ASM155368v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_oral_taxon_431_strain_F0610_5_114-tax712633-GCF_001553685.1_ASM155368v1_genomic-dustmasked.mmi
GCF_900636565.1	1335	1335	Streptococcus_equinus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equinus_strain_NCTC10389-tax1335-GCF_900636565.1_42880_B01_genomic-dustmasked.fna	minimap2/Streptococcus_equinus_strain_NCTC10389-tax1335-GCF_900636565.1_42880_B01_genomic-dustmasked.mmi
GCF_000494895.1	1340847	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_T15-tax1340847-GCF_000494895.1_ASM49489v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_T15-tax1340847-GCF_000494895.1_ASM49489v1_genomic-dustmasked.mmi
GCF_000253155.1	927666	1303	Streptococcus_oralis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_oralis_Uo5-tax927666-GCF_000253155.1_ASM25315v1_genomic-dustmasked.fna	minimap2/Streptococcus_oralis_Uo5-tax927666-GCF_000253155.1_ASM25315v1_genomic-dustmasked.mmi
GCF_000006885.1	170187	1313	Streptococcus_pneumoniae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pneumoniae_TIGR4_strain_TIGR4_ATCC_BAA_334-tax170187-GCF_000006885.1_ASM688v1_genomic-dustmasked.fna	minimap2/Streptococcus_pneumoniae_TIGR4_strain_TIGR4_ATCC_BAA_334-tax170187-GCF_000006885.1_ASM688v1_genomic-dustmasked.mmi
GCF_001983955.1	1303	1303	Streptococcus_oralis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_oralis_strain_S_MIT_ORALIS_351-tax1303-GCF_001983955.1_ASM198395v1_genomic-dustmasked.fna	minimap2/Streptococcus_oralis_strain_S_MIT_ORALIS_351-tax1303-GCF_001983955.1_ASM198395v1_genomic-dustmasked.mmi
GCF_001598035.1	1814128	1814128	Streptococcus_halotolerans	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_halotolerans_strain_HTS9-tax1814128-GCF_001598035.1_ASM159803v1_genomic-dustmasked.fna	minimap2/Streptococcus_halotolerans_strain_HTS9-tax1814128-GCF_001598035.1_ASM159803v1_genomic-dustmasked.mmi
GCF_002355215.1	1111760	1111760	Streptococcus_troglodytae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_troglodytae_strain_TKU_31-tax1111760-GCF_002355215.1_ASM235521v1_genomic-dustmasked.fna	minimap2/Streptococcus_troglodytae_strain_TKU_31-tax1111760-GCF_002355215.1_ASM235521v1_genomic-dustmasked.mmi
GCF_000006785.2	160490	1314	Streptococcus_pyogenes	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pyogenes_M1_GAS_strain_SF370-tax160490-GCF_000006785.2_ASM678v2_genomic-dustmasked.fna	minimap2/Streptococcus_pyogenes_M1_GAS_strain_SF370-tax160490-GCF_000006785.2_ASM678v2_genomic-dustmasked.mmi
GCF_003352995.1	82348	82348	Streptococcus_pluranimalium	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pluranimalium_strain_14A0014-tax82348-GCF_003352995.1_ASM335299v1_genomic-dustmasked.fna	minimap2/Streptococcus_pluranimalium_strain_14A0014-tax82348-GCF_003352995.1_ASM335299v1_genomic-dustmasked.mmi
GCF_000164675.2	760570	1318	Streptococcus_parasanguinis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_parasanguinis_ATCC_15912-tax760570-GCF_000164675.2_ASM16467v2_genomic-dustmasked.fna	minimap2/Streptococcus_parasanguinis_ATCC_15912-tax760570-GCF_000164675.2_ASM16467v2_genomic-dustmasked.mmi
GCF_003086355.1	2173853	2173853	Streptococcus_sp._Z15	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_Z15-tax2173853-GCF_003086355.1_ASM308635v2_genomic-dustmasked.fna	minimap2/Streptococcus_sp_Z15-tax2173853-GCF_003086355.1_ASM308635v2_genomic-dustmasked.mmi
GCF_900475295.1	40041	1336	Streptococcus_equi	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC6176-tax40041-GCF_900475295.1_43188_D01_genomic-dustmasked.fna	minimap2/Streptococcus_equi_subsp_zooepidemicus_strain_NCTC6176-tax40041-GCF_900475295.1_43188_D01_genomic-dustmasked.mmi
GCF_003595525.1	2021971	2021971	Streptococcus_respiraculi	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_respiraculi_strain_HTS25-tax2021971-GCF_003595525.1_ASM359552v1_genomic-dustmasked.fna	minimap2/Streptococcus_respiraculi_strain_HTS25-tax2021971-GCF_003595525.1_ASM359552v1_genomic-dustmasked.mmi
GCF_002812525.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_AH681-tax1307-GCF_002812525.1_ASM281252v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_AH681-tax1307-GCF_002812525.1_ASM281252v1_genomic-dustmasked.mmi
GCF_000221985.1	1054460	257758	Streptococcus_pseudopneumoniae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_pseudopneumoniae_IS7493-tax1054460-GCF_000221985.1_ASM22198v1_genomic-dustmasked.fna	minimap2/Streptococcus_pseudopneumoniae_IS7493-tax1054460-GCF_000221985.1_ASM22198v1_genomic-dustmasked.mmi
GCF_000219765.1	1051072	1336	Streptococcus_equi	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_equi_subsp_zooepidemicus_ATCC_35246-tax1051072-GCF_000219765.1_ASM21976v1_genomic-dustmasked.fna	minimap2/Streptococcus_equi_subsp_zooepidemicus_ATCC_35246-tax1051072-GCF_000219765.1_ASM21976v1_genomic-dustmasked.mmi
GCF_000009545.1	218495	1349	Streptococcus_uberis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_uberis_0140J-tax218495-GCF_000009545.1_ASM954v1_genomic-dustmasked.fna	minimap2/Streptococcus_uberis_0140J-tax218495-GCF_000009545.1_ASM954v1_genomic-dustmasked.mmi
GCF_002073815.2	1839799	1839799	Streptococcus_sp._FDAARGOS_192	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_FDAARGOS_192-tax1839799-GCF_002073815.2_ASM207381v2_genomic-dustmasked.fna	minimap2/Streptococcus_sp_FDAARGOS_192-tax1839799-GCF_002073815.2_ASM207381v2_genomic-dustmasked.mmi
GCF_000027165.1	365659	28037	Streptococcus_mitis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_mitis_B6-tax365659-GCF_000027165.1_ASM2716v1_genomic-dustmasked.fna	minimap2/Streptococcus_mitis_B6-tax365659-GCF_000027165.1_ASM2716v1_genomic-dustmasked.mmi
GCF_900636475.1	1328	1328	Streptococcus_anginosus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_anginosus_strain_NCTC10713-tax1328-GCF_900636475.1_42197_F01_genomic-dustmasked.fna	minimap2/Streptococcus_anginosus_strain_NCTC10713-tax1328-GCF_900636475.1_42197_F01_genomic-dustmasked.mmi
GCF_000831485.1	1346	1346	Streptococcus_iniae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_iniae_strain_YSFST01_82-tax1346-GCF_000831485.1_ASM83148v1_genomic-dustmasked.fna	minimap2/Streptococcus_iniae_strain_YSFST01_82-tax1346-GCF_000831485.1_ASM83148v1_genomic-dustmasked.mmi
GCF_000390245.1	1276647	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_TL13-tax1276647-GCF_000390245.1_ASM39024v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_TL13-tax1276647-GCF_000390245.1_ASM39024v1_genomic-dustmasked.mmi
GCF_900475445.1	889201	45634	Streptococcus_cristatus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_cristatus_ATCC_51100_strain_NCTC12479-tax889201-GCF_900475445.1_42727_F01_genomic-dustmasked.fna	minimap2/Streptococcus_cristatus_ATCC_51100_strain_NCTC12479-tax889201-GCF_900475445.1_42727_F01_genomic-dustmasked.mmi
GCF_003967135.1	1334	1334	Streptococcus_dysgalactiae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_dysgalactiae_strain_Kdys0611-tax1334-GCF_003967135.1_ASM396713v1_genomic-dustmasked.fna	minimap2/Streptococcus_dysgalactiae_strain_Kdys0611-tax1334-GCF_003967135.1_ASM396713v1_genomic-dustmasked.mmi
GCF_000262145.1	1114965	1318	Streptococcus_parasanguinis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_parasanguinis_FW213-tax1114965-GCF_000262145.1_ASM26214v1_genomic-dustmasked.fna	minimap2/Streptococcus_parasanguinis_FW213-tax1114965-GCF_000262145.1_ASM26214v1_genomic-dustmasked.mmi
GCF_001623565.1	1825069	1825069	Streptococcus_marmotae	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_marmotae_strain_HTS5-tax1825069-GCF_001623565.1_ASM162356v1_genomic-dustmasked.fna	minimap2/Streptococcus_marmotae_strain_HTS5-tax1825069-GCF_001623565.1_ASM162356v1_genomic-dustmasked.mmi
GCF_000007465.2	210007	1309	Streptococcus_mutans	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_mutans_UA159-tax210007-GCF_000007465.2_ASM746v2_genomic-dustmasked.fna	minimap2/Streptococcus_mutans_UA159-tax210007-GCF_000007465.2_ASM746v2_genomic-dustmasked.mmi
GCF_900636525.1	33040	33040	Streptococcus_milleri	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_milleri_strain_NCTC11169-tax33040-GCF_900636525.1_42685_G01_genomic-dustmasked.fna	minimap2/Streptococcus_milleri_strain_NCTC11169-tax33040-GCF_900636525.1_42685_G01_genomic-dustmasked.mmi
GCF_001708305.1	1888195	1888195	Streptococcus_himalayensis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_himalayensis_strain_HTS2-tax1888195-GCF_001708305.1_ASM170830v1_genomic-dustmasked.fna	minimap2/Streptococcus_himalayensis_strain_HTS2-tax1888195-GCF_001708305.1_ASM170830v1_genomic-dustmasked.mmi
GCF_000479335.1	1156431	1156431	Streptococcus_sp._I-G2	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_sp_I_G2-tax1156431-GCF_000479335.1_ASM47933v1_genomic-dustmasked.fna	minimap2/Streptococcus_sp_I_G2-tax1156431-GCF_000479335.1_ASM47933v1_genomic-dustmasked.mmi
GCF_000253335.1	1048332	1304	Streptococcus_salivarius	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_salivarius_CCHSS3-tax1048332-GCF_000253335.1_ASM25333v1_genomic-dustmasked.fna	minimap2/Streptococcus_salivarius_CCHSS3-tax1048332-GCF_000253335.1_ASM25333v1_genomic-dustmasked.mmi
GCF_900636715.1	33040	33040	Streptococcus_milleri	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_milleri_strain_NCTC10708-tax33040-GCF_900636715.1_43908_E01_genomic-dustmasked.fna	minimap2/Streptococcus_milleri_strain_NCTC10708-tax33040-GCF_900636715.1_43908_E01_genomic-dustmasked.mmi
GCF_900636885.1	149016	149016	Streptococcus_urinalis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_urinalis_strain_NCTC13766-tax149016-GCF_900636885.1_44927_H01_genomic-dustmasked.fna	minimap2/Streptococcus_urinalis_strain_NCTC13766-tax149016-GCF_900636885.1_44927_H01_genomic-dustmasked.mmi
GCF_000463505.1	862971	1328	Streptococcus_anginosus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_anginosus_C238-tax862971-GCF_000463505.1_ASM46350v1_genomic-dustmasked.fna	minimap2/Streptococcus_anginosus_C238-tax862971-GCF_000463505.1_ASM46350v1_genomic-dustmasked.mmi
GCF_900187245.1	1326	1326	Streptococcus_acidominimus	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_acidominimus_strain_NCTC11291-tax1326-GCF_900187245.1_51470_D02_genomic-dustmasked.fna	minimap2/Streptococcus_acidominimus_strain_NCTC11291-tax1326-GCF_900187245.1_51470_D02_genomic-dustmasked.mmi
GCF_003144175.1	1307	1307	Streptococcus_suis	1301	Streptococcus	/willerslev/scratch/krakenuniq-db/hum_microbe/library/bacteria/Complete_Genome/Streptococcus_suis_strain_HN105-tax1307-GCF_003144175.1_ASM314417v1_genomic-dustmasked.fna	minimap2/Streptococcus_suis_strain_HN105-tax1307-GCF_003144175.1_ASM314417v1_genomic-dustmasked.mmi
